6	39	48	4	5	32
43	26	25	28	33	47
40	16	7	27	28	14
40	8	20	37	10	17
3	37	10	7	23	5
2	23	13	11	9	33
40	11	1	5	46	17
31	22	9	26	6	8
10	43	34	44	36	3
17	6	24	9	3	16
8	14	43	17	38	36
14	35	10	4	38	47
27	1	20	47	7	10
25	21	18	40	2	26
15	8	12	1	42	11
48	40	36	45	3	16
20	34	25	7	31	33
8	9	45	43	23	18
7	11	41	9	24	17
41	7	33	23	48	17
12	34	48	17	25	15
18	26	22	1	13	46
30	14	19	22	29	46
16	42	4	33	3	35
16	14	24	12	19	23
25	1	18	20	44	37
25	44	10	21	29	37
35	14	21	38	15	19
35	7	39	3	38	40
33	17	13	34	26	25
26	36	27	48	14	44
10	34	30	21	13	7
42	14	40	2	8	27
30	21	47	42	8	40
37	34	18	43	26	23
7	3	24	28	16	1
48	15	41	11	33	7
20	47	45	24	5	21
31	40	2	7	10	42
37	7	9	45	31	17
21	22	14	6	23	33
32	11	23	45	42	21
18	32	40	37	11	36
9	26	30	48	2	39
4	20	35	21	7	13
42	3	47	9	23	24
1	2	48	13	18	46
25	9	3	16	41	37
27	16	44	11	49	38
41	21	44	20	19	36
41	12	31	37	27	29
47	45	9	34	33	48
12	15	29	9	48	17
8	13	7	37	48	17
39	42	38	7	10	12
35	40	36	45	26	19
5	48	17	20	32	28
49	16	41	1	28	10
30	25	6	46	5	48
34	4	11	10	8	38
46	6	21	8	18	40
33	36	1	7	48	10
40	30	37	39	31	46
22	14	5	19	46	2
27	17	31	28	15	7
3	21	43	6	49	7
14	49	48	34	1	13
15	41	39	42	27	38
6	9	11	18	23	29
16	6	13	12	43	37
43	41	10	33	37	38
47	22	4	36	19	24
39	34	3	22	31	25
48	22	41	20	44	18
17	33	1	21	30	7
26	46	28	36	49	8
42	10	37	3	25	14
20	42	24	34	13	21
14	5	17	6	21	46
35	37	29	7	14	21
12	41	25	40	3	1
8	31	3	32	18	5
14	33	37	34	27	7
40	37	39	9	49	27
9	8	47	24	41	31
16	39	2	34	6	38
5	25	8	21	17	6
43	15	45	17	39	48
36	15	10	23	30	21
17	49	32	29	2	24
11	42	8	10	43	47
5	19	11	49	13	8
32	34	2	8	23	3
2	24	44	6	42	33
26	49	46	6	20	28
30	37	38	25	32	27
5	20	46	36	6	3
3	21	27	35	1	26
25	24	38	31	34	49
49	47	25	21	12	19
4	40	23	6	30	9
16	23	45	44	43	24
44	38	47	17	12	27
49	36	3	48	45	5
31	38	11	23	14	44
45	36	37	25	10	30
14	27	34	33	24	40
3	21	36	39	8	25
3	16	36	32	17	9
48	25	18	2	29	3
7	17	18	39	40	6
40	16	25	24	29	26
10	28	23	46	31	30
48	18	42	8	21	34
40	26	15	11	41	25
25	30	7	35	29	10
17	2	45	4	9	28
26	3	13	30	29	5
25	44	20	6	3	5
26	16	22	4	9	48
16	7	38	29	48	21
42	28	34	46	4	14
25	21	5	15	42	12
45	49	12	34	4	14
15	14	16	21	26	45
1	26	23	30	28	22
43	38	25	21	10	9
16	32	4	17	10	36
39	49	29	11	24	26
32	23	36	21	28	17
27	34	29	23	25	4
27	21	22	39	2	23
25	29	13	5	20	28
10	30	4	21	44	27
40	25	33	17	38	49
25	24	8	2	11	16
2	28	44	3	26	27
28	25	12	7	3	14
44	46	27	7	19	23
29	21	11	30	25	8
47	1	49	5	40	45
6	4	18	48	34	37
32	19	17	25	43	18
10	9	26	11	12	16
36	27	46	30	14	3
19	2	4	38	28	23
11	9	12	17	18	32
28	26	27	11	34	17
47	7	3	33	39	34
34	16	30	49	45	9
46	10	48	33	36	34
29	2	22	33	4	47
44	20	22	16	30	2
37	39	40	33	27	12
13	43	33	10	17	4
44	9	18	33	22	13
23	46	35	18	45	40
32	48	28	13	21	42
8	26	44	11	17	32
10	2	42	16	15	12
23	1	16	40	35	32
36	19	9	3	43	6
21	13	26	5	23	37
47	12	4	32	2	21
23	34	38	10	44	46
21	26	35	28	44	12
24	40	33	29	38	27
47	36	44	28	27	18
22	49	15	20	30	44
39	5	31	38	18	7
24	12	28	4	42	19
31	4	38	8	20	19
9	26	32	8	34	14
20	35	3	43	26	23
6	10	44	42	25	46
20	37	17	14	18	24
17	24	47	21	42	39
49	9	12	5	33	27
9	47	12	30	6	1
32	35	6	20	7	19
9	35	25	20	10	8
34	29	19	43	41	10
29	49	45	16	41	48
19	24	1	3	40	39
22	46	6	23	36	25
10	30	42	12	48	34
6	49	32	3	48	14
30	41	48	3	11	23
1	46	29	41	17	6
44	6	22	33	36	30
13	10	18	46	12	15
8	5	20	49	6	7
22	20	10	3	13	45
47	11	8	22	39	29
5	14	37	12	13	27
13	12	38	46	11	29
7	21	15	1	25	40
38	12	3	29	30	27
31	1	5	4	9	13
32	25	17	11	13	28
28	33	38	3	35	8
45	49	30	33	20	44
42	15	22	9	17	13
38	36	33	35	6	43
48	7	35	11	22	13
21	41	20	22	4	44
1	40	19	18	3	12
32	11	6	21	42	46
13	36	31	5	33	24
2	28	10	7	38	8
12	38	42	48	1	37
11	19	28	49	38	20
48	30	27	19	32	29
49	11	9	17	5	20
36	22	23	33	24	39
1	38	37	12	47	9
7	30	20	12	5	8
18	37	2	10	21	41
1	12	35	17	9	47
43	10	27	9	44	34
9	35	49	21	48	40
26	17	5	13	35	9
21	25	46	43	2	27
22	17	36	14	46	47
9	29	23	20	28	41
42	12	16	48	2	19
47	28	22	36	20	29
2	17	44	28	49	36
21	23	19	8	45	5
30	28	34	48	10	4
47	33	24	29	43	5
22	11	17	23	43	12
4	28	3	37	29	24
7	34	21	28	10	18
28	49	37	33	25	7
33	37	44	1	17	45
3	8	35	11	31	25
26	38	4	17	40	11
46	43	39	23	21	2
47	34	5	2	31	30
19	23	35	48	41	28
7	6	3	38	43	5
45	17	41	6	47	49
31	22	13	2	8	39
43	24	36	41	17	23
24	2	34	47	33	45
12	42	18	8	40	49
21	10	31	13	28	9
17	19	2	36	34	27
46	4	30	48	2	36
16	40	10	2	37	23
32	45	36	21	38	9
21	43	23	28	8	37
12	34	47	18	4	1
33	48	24	13	16	28
1	38	19	11	16	49
48	21	39	24	29	25
41	42	32	6	22	49
10	30	19	17	6	23
36	28	20	21	49	17
23	41	44	2	4	1
18	43	28	47	7	46
49	43	37	23	31	44
30	1	14	20	41	42
38	31	17	41	40	18
4	9	35	16	14	23
4	20	36	46	11	17
34	24	23	10	5	8
18	17	13	29	11	40
11	1	23	18	37	5
18	43	38	28	6	27
44	1	17	25	15	46
2	43	40	34	35	6
3	31	24	17	12	47
23	11	25	18	9	3
18	2	46	3	30	38
49	19	34	17	45	41
36	42	34	29	47	37
32	21	18	49	7	5
2	34	27	11	14	7
21	26	45	34	10	1
7	21	1	6	14	39
13	22	4	15	32	31
45	23	34	20	48	8
45	43	30	21	42	33
48	22	15	12	18	1
47	45	39	11	14	23
10	43	9	7	45	3
18	27	12	23	20	3
18	31	6	26	15	47
19	47	29	33	20	32
3	19	29	39	1	43
9	4	41	11	17	42
7	23	14	45	18	48
41	44	26	21	13	16
39	27	9	13	22	10
15	38	12	10	5	7
39	2	13	32	4	18
28	30	7	36	33	15
32	41	1	27	30	37
22	4	45	49	10	40
26	43	31	38	22	2
8	21	13	47	29	48
41	40	31	27	28	36
40	30	22	16	7	34
9	17	28	36	19	33
43	2	26	29	12	6
13	42	15	37	7	4
12	26	6	40	24	34
41	3	35	17	6	4
34	6	40	1	12	46
21	47	2	10	29	16
2	45	10	4	9	31
14	31	8	16	2	42
25	7	2	45	35	49
10	21	39	34	5	22
28	21	3	23	41	38
4	32	27	31	46	20
44	40	31	10	12	48
1	24	35	31	47	21
25	37	35	12	9	45
46	18	33	31	14	30
6	10	16	24	9	5
22	24	2	49	38	23
36	22	25	29	42	11
5	27	36	26	1	2
7	28	16	27	25	37
3	4	42	14	35	45
47	16	46	23	9	34
49	12	4	40	32	44
28	19	40	33	10	45
38	34	43	22	29	17
46	31	44	39	45	34
12	37	45	25	4	26
30	43	35	20	17	31
32	40	38	28	21	29
38	27	44	43	32	49
20	5	45	35	26	21
40	20	26	15	45	36
19	46	35	40	43	16
11	42	45	14	19	16
14	8	27	26	6	43
44	17	5	34	31	10
7	42	34	46	40	1
35	13	46	18	49	28
38	17	48	28	15	45
44	46	18	27	42	2
33	46	30	44	18	41
26	11	32	31	17	6
26	2	43	14	48	20
44	28	24	42	8	6
15	27	45	41	18	12
46	49	15	16	35	18
41	40	30	10	32	21
49	21	37	48	14	9
8	24	13	40	32	11
41	38	42	30	1	45
10	28	43	46	49	23
24	41	39	26	38	15
19	14	26	9	45	6
26	31	34	33	43	6
26	43	49	42	13	15
35	31	18	12	10	30
21	20	5	4	9	32
18	40	45	20	17	49
16	10	7	46	4	32
21	1	18	23	5	25
5	13	38	11	27	47
28	38	35	37	9	43
10	43	21	28	22	40
31	2	10	24	7	28
16	41	24	31	2	49
49	44	24	35	10	11
21	25	11	20	19	44
5	41	44	35	30	7
5	32	38	13	45	39
34	7	30	19	21	2
20	11	27	46	2	15
20	43	26	15	17	6
49	34	14	17	25	9
21	40	23	25	41	48
27	6	22	4	11	43
30	28	37	49	47	33
20	4	30	16	44	26
22	41	4	17	38	29
3	29	42	45	18	20
44	47	23	14	18	24
36	1	19	46	44	31
30	13	2	27	39	32
44	29	11	40	9	2
32	47	11	7	21	8
24	26	3	10	39	29
21	28	11	25	23	20
45	15	6	2	3	28
4	14	17	12	11	31
30	3	26	12	5	22
3	40	9	17	30	12
35	1	49	21	24	4
24	33	34	12	6	25
13	38	46	34	25	22
18	29	3	31	17	13
36	37	10	8	49	40
5	10	32	29	45	37
48	16	2	46	29	45
15	11	23	45	8	12
37	19	32	31	5	14
3	6	45	31	16	27
22	6	1	27	34	15
36	4	30	26	31	27
7	47	21	33	38	24
47	21	9	35	19	15
42	10	33	38	4	23
28	6	35	36	2	21
49	22	17	21	23	24
8	45	3	46	49	26
2	41	23	3	5	4
15	7	30	48	25	32
10	36	44	35	19	39
11	5	3	43	38	35
12	8	37	17	20	9
14	46	21	2	10	17
40	42	14	47	24	30
33	23	34	49	16	3
34	35	16	33	42	23
13	42	18	15	41	5
25	2	46	45	39	47
45	39	34	21	5	19
44	34	9	49	12	26
42	8	45	41	48	3
11	27	1	35	2	30
16	48	24	14	27	28
33	48	34	20	11	3
9	21	14	27	6	19
24	28	8	31	20	13
21	43	38	49	11	20
25	7	36	12	43	33
12	9	35	45	27	25
29	43	48	13	6	25
2	42	6	13	34	40
29	28	45	44	40	18
48	8	43	34	44	30
40	29	5	44	49	7
36	6	19	24	3	28
30	20	6	29	1	3
29	35	13	48	22	9
24	38	43	22	37	31
3	13	33	7	49	2
14	22	42	11	26	49
32	17	43	14	40	23
49	32	4	12	23	24
12	41	32	8	35	16
14	25	47	22	17	4
30	44	45	7	39	48
28	41	31	45	9	12
26	36	7	28	1	46
4	17	11	44	39	31
41	27	21	47	43	14
17	49	13	24	10	3
7	49	40	25	38	37
1	15	47	36	8	48
12	46	26	30	27	9
22	30	1	40	32	12
16	44	43	17	47	12
49	31	16	7	24	28
16	26	47	46	32	8
36	40	24	10	35	17
22	20	17	9	13	29
8	1	35	46	2	22
1	19	35	49	27	32
39	40	43	35	41	48
35	15	24	45	22	4
33	38	22	47	8	28
45	34	7	6	14	30
22	45	40	48	33	49
15	21	23	38	37	16
19	11	48	30	2	18
22	6	39	41	14	45
9	40	23	38	49	15
36	15	44	14	26	35
13	28	49	1	6	10
11	33	25	48	46	36
41	34	14	49	33	16
23	3	36	20	30	8
39	42	14	8	40	1
32	31	23	48	47	27
21	11	31	45	36	7
31	35	4	6	30	3
40	16	27	39	29	42
24	37	3	39	32	26
39	42	25	43	12	24
23	33	34	42	41	35
16	10	45	17	48	41
13	8	12	35	48	38
30	24	38	14	43	47
3	45	24	29	7	41
18	46	6	7	24	41
4	27	38	36	35	10
34	37	21	23	10	22
40	35	28	9	12	18
21	31	36	39	3	6
2	30	3	6	9	20
46	44	20	28	21	18
38	4	32	34	5	47
7	9	29	18	21	26
12	19	22	20	30	38
46	19	28	32	24	37
16	31	44	4	28	5
35	12	11	13	20	48
39	20	35	6	19	28
35	28	31	41	18	39
17	22	11	10	8	35
9	28	12	25	5	14
28	36	25	17	32	13
5	8	10	41	2	29
21	34	5	35	46	7
45	26	35	23	8	1
43	30	4	29	1	17
26	24	7	5	46	29
41	5	29	33	22	21
49	45	22	46	17	20
39	45	40	31	35	13
29	48	26	42	9	2
26	24	15	39	47	30
34	49	21	42	39	37
47	32	9	43	19	20
38	2	18	9	1	21
1	49	48	2	18	46
23	5	4	37	19	34
49	10	3	46	22	18
13	10	47	9	36	46
31	21	9	8	19	32
42	17	33	44	16	46
49	43	17	37	21	13
34	4	8	47	18	17
16	5	11	38	42	19
12	47	36	16	31	44
41	26	27	19	7	1
25	28	9	17	35	18
17	30	19	5	2	42
7	13	33	44	46	3
3	14	20	16	27	32
26	24	42	29	6	3
36	16	4	10	39	19
1	43	5	48	37	15
43	48	6	11	13	29
9	25	2	4	30	40
35	15	36	37	47	1
13	41	5	28	46	11
26	31	29	40	5	16
29	25	1	49	19	30
6	26	25	20	49	32
29	13	20	3	40	38
11	42	37	22	14	12
40	49	26	14	45	38
24	21	8	13	32	33
13	11	49	5	42	2
17	29	27	44	12	39
21	43	11	3	29	47
34	48	40	27	6	31
5	30	34	2	40	21
2	8	16	29	18	35
41	10	4	20	8	3
3	22	14	24	40	38
20	40	32	14	5	31
4	29	44	42	12	30
49	33	5	6	14	42
40	6	16	1	46	13
38	4	36	6	33	29
40	3	31	24	26	32
19	8	43	45	39	15
16	26	43	9	3	12
23	3	48	49	9	30
38	37	19	9	3	16
47	32	6	14	22	19
38	47	13	12	19	30
35	48	7	33	27	26
27	6	41	9	31	33
41	28	10	18	38	29
11	24	22	41	28	13
43	16	49	31	18	20
28	46	30	31	44	24
40	11	14	39	4	32
30	23	43	32	28	9
41	11	42	30	19	38
38	31	19	13	34	6
45	5	15	21	28	17
27	6	9	8	17	3
49	36	26	42	5	4
46	19	7	18	17	40
12	4	33	5	10	7
11	49	14	28	46	17
1	47	2	27	37	24
47	5	46	2	13	8
20	12	40	14	9	5
6	1	16	39	38	10
19	47	49	2	46	29
2	37	22	12	42	24
13	27	45	16	19	41
7	13	45	11	10	37
23	11	8	4	22	25
16	23	19	20	25	30
1	39	49	35	3	10
5	31	38	29	46	20
6	39	41	23	31	22
4	21	37	45	27	15
31	19	16	39	45	40
26	48	42	44	10	33
24	46	47	2	31	1
24	42	46	13	33	2
43	40	30	11	19	37
15	22	24	27	10	20
18	16	4	8	48	3
42	48	4	46	5	39
27	38	15	43	49	11
16	36	12	37	46	9
34	7	47	10	1	2
38	37	32	3	34	39
33	39	43	44	15	7
44	46	33	28	5	13
48	35	19	37	24	28
40	45	33	37	31	3
18	25	29	23	9	35
46	18	17	24	39	8
38	7	44	41	3	2
1	39	31	46	49	48
10	19	14	28	45	44
8	22	5	32	34	45
15	23	32	35	47	6
24	28	38	42	17	5
13	16	1	22	34	26
11	10	5	48	49	35
34	46	49	31	25	27
10	9	19	31	16	49
27	42	46	5	23	31
38	40	9	19	2	22
42	32	36	9	41	20
26	45	2	10	29	46
35	39	29	30	38	41
48	35	14	8	17	10
45	31	17	18	44	30
1	41	49	35	8	16
18	29	38	5	31	22
49	21	24	5	8	39
30	34	49	1	5	29
37	23	14	13	45	20
39	36	6	24	43	25
13	37	41	47	2	27
29	21	1	14	18	7
27	32	43	11	7	5
36	3	14	43	38	4
49	15	37	21	48	7
22	13	19	14	30	35
4	46	35	12	39	15
13	19	4	31	49	20
14	5	1	32	37	49
42	5	32	11	24	21
27	2	4	8	13	40
11	31	3	28	44	13
18	48	12	11	13	5
25	46	49	39	17	7
4	1	32	13	29	8
17	45	19	4	37	38
29	47	10	36	16	21
30	24	15	7	36	1
41	21	2	44	3	26
6	28	35	46	38	3
43	19	7	27	18	44
8	35	4	20	17	14
25	32	4	11	15	29
15	39	9	7	14	13
18	17	12	48	29	1
42	1	4	11	16	47
21	33	14	8	23	30
34	44	4	42	6	3
8	21	4	48	23	30
29	44	33	36	40	6
5	27	43	46	14	22
26	35	37	30	42	9
42	25	36	17	26	35
29	8	33	42	46	12
3	39	40	48	19	46
7	10	40	45	31	14
7	29	2	19	32	13
17	7	38	3	23	13
49	14	10	47	42	35
5	30	15	34	22	24
16	13	20	1	28	14
43	49	44	21	9	10
13	46	21	41	2	34
35	41	30	22	14	44
25	12	49	5	20	27
18	38	12	39	25	6
4	41	29	9	26	20
35	2	12	44	34	27
32	12	4	44	13	17
7	12	43	21	33	47
13	43	2	23	25	36
27	31	41	6	48	9
22	4	48	15	17	23
38	47	39	43	8	46
49	42	38	41	26	44
49	13	32	36	9	23
5	42	33	32	8	49
3	8	45	12	49	19
24	34	27	40	28	49
7	12	23	46	24	40
6	41	43	3	11	49
48	49	30	17	42	38
9	26	1	46	32	2
11	2	22	39	46	27
27	12	38	20	6	25
42	33	48	31	44	1
30	45	1	10	16	14
27	43	35	34	10	47
46	5	7	37	44	22
8	6	35	29	13	36
7	37	9	35	1	30
21	9	23	26	5	35
33	9	15	39	23	6
7	4	23	48	36	47
48	32	34	19	31	4
34	26	17	21	39	49
8	7	17	35	6	20
32	28	38	22	40	43
4	43	36	33	18	34
44	38	4	40	42	46
5	13	33	10	15	8
32	12	28	38	25	31
19	37	36	3	27	34
14	47	29	40	8	6
22	32	8	49	1	37
24	29	13	20	48	8
6	41	15	35	28	4
2	47	16	1	26	21
28	33	45	41	15	24
19	43	22	32	1	6
27	16	30	23	29	6
15	16	41	46	45	42
8	48	39	38	13	36
46	12	39	26	23	49
20	8	22	4	14	35
47	29	31	7	24	16
38	27	46	15	8	49
29	17	47	3	7	26
28	5	46	22	27	49
10	2	42	45	15	11
39	32	4	12	18	10
44	36	20	49	24	47
21	29	22	11	41	38
19	28	26	39	45	8
7	9	6	4	13	36
14	11	2	26	34	36
31	27	19	20	11	28
38	31	49	2	8	10
3	19	33	39	29	26
1	36	8	27	19	3
38	22	44	34	36	45
32	28	48	25	16	38
33	48	47	28	26	41
1	31	40	30	42	33
9	21	30	42	38	34
31	37	36	9	24	30
13	33	1	3	18	32
16	31	30	46	25	4
8	17	23	13	34	35
34	6	18	38	4	30
20	3	15	13	6	12
47	5	6	46	9	15
10	16	40	17	3	9
42	20	27	31	4	28
5	49	14	27	34	19
22	9	8	31	2	44
32	2	28	40	37	27
49	4	20	46	40	30
25	10	13	15	20	37
15	2	23	17	42	30
37	33	4	31	7	30
31	13	45	20	41	46
22	36	47	6	37	4
5	24	12	14	43	20
34	29	41	49	32	5
25	38	48	29	24	35
31	42	5	34	11	14
17	19	14	47	46	16
30	29	3	27	17	4
32	3	31	9	30	16
41	47	24	20	29	12
6	23	12	44	5	24
35	3	4	49	13	19
21	12	25	33	32	18
40	1	20	36	35	29
48	19	8	29	33	44
25	6	38	13	29	18
8	45	35	32	34	47
24	21	44	20	17	13
39	1	38	11	22	10
6	16	36	12	30	28
20	3	48	30	26	38
21	30	4	25	22	37
40	5	3	41	17	25
46	14	6	37	11	15
19	36	14	9	16	49
40	46	38	17	43	12
7	9	45	14	41	35
25	30	23	21	47	6
11	9	25	23	31	18
19	43	32	45	24	3
41	48	6	40	3	10
34	13	5	15	20	26
6	34	35	25	18	29
1	5	40	9	43	36
46	45	18	15	42	26
32	15	39	4	40	29
11	32	19	48	34	14
18	35	44	42	9	38
1	25	38	3	49	21
26	42	35	47	33	7
40	16	22	27	13	49
8	11	4	35	39	17
48	41	24	37	31	46
32	21	40	5	24	8
11	2	46	22	12	9
48	23	42	43	32	22
16	9	35	28	13	1
2	47	27	1	22	17
30	16	25	43	9	31
33	18	32	38	1	26
24	4	48	7	15	23
17	25	21	36	41	16
40	7	45	23	1	28
14	11	29	22	5	9
18	12	40	36	43	20
13	6	40	41	5	16
2	1	24	7	38	3
48	21	47	34	43	49
36	48	4	11	44	47
47	27	3	37	12	16
23	40	25	5	21	4
4	17	1	22	45	27
13	10	31	45	16	1
47	28	5	18	42	2
38	3	30	4	9	49
38	25	46	32	29	41
31	21	2	25	15	19
22	6	37	5	23	45
13	8	7	46	31	43
